V(__) I(__) lux CurrCoeff. CurrA/m^-2. lux/m^-1
0.00000e+00 -2.16869e-11 0.1 -2.16869E-10 -4.819311E-06 2.222222E+04
5.00000e-01 1.56004e-07 0.1 1.56004E-06 3.466756E-02 2.222222E+04
1.00000e+00 3.75387e-07 0.1 3.75387E-06 8.341933E-02 2.222222E+04
1.50000e+00 6.91256e-07 0.1 6.91256E-06 1.536124E-01 2.222222E+04
2.00000e+00 1.09480e-06 0.1 1.0948E-05 2.432889E-01 2.222222E+04
2.50000e+00 1.64920e-06 0.1 1.6492E-05 3.664889E-01 2.222222E+04
3.00000e+00 2.52417e-06 0.1 2.52417E-05 5.609267E-01 2.222222E+04
3.50000e+00 4.00911e-06 0.1 4.00911E-05 8.909133E-01 2.222222E+04
4.00000e+00 6.40955e-06 0.1 6.40955E-05 1.424344E+00 2.222222E+04
4.50000e+00 9.70621e-06 1.1 8.823827E-06 2.156936E+00 2.444444E+05
5.00000e+00 1.50052e-05 1.1 1.364109E-05 3.334489E+00 2.444444E+05
5.50000e+00 2.25045e-05 3.1 7.259516E-06 5.001E+00 6.888889E+05
6.00000e+00 3.40592e-05 6.1 5.583475E-06 7.568711E+00 1.355556E+06
6.50000e+00 4.86610e-05 10.1 4.817921E-06 1.081356E+01 2.244444E+06
7.00000e+00 7.12392e-05 16.2 4.397481E-06 1.583093E+01 3.6E+06
7.50000e+00 1.00760e-04 26.3 3.831179E-06 2.239111E+01 5.844444E+06
8.00000e+00 1.40973e-04 39.3 3.587099E-06 3.132733E+01 8.733333E+06
8.50000e+00 1.93721e-04 57.5 3.369061E-06 4.304911E+01 1.277778E+07
9.00000e+00 2.56359e-04 81.6 3.141654E-06 5.696867E+01 1.813333E+07
9.50000e+00 3.33508e-04 112.8 2.956631E-06 7.411289E+01 2.506667E+07
1.00000e+01 4.28194e-04 152.1 2.815214E-06 9.515422E+01 3.38E+07
1.05000e+01 5.46537e-04 201.13 2.717332E-06 1.214527E+02 4.469556E+07
1.10000e+01 6.86860e-04 261.17 2.629935E-06 1.526356E+02 5.803778E+07
1.15000e+01 8.67540e-04 330.21 2.627237E-06 1.927867E+02 7.338E+07
1.20000e+01 1.08910e-03 413.26 2.635387E-06 2.420222E+02 9.183556E+07
1.25000e+01 1.35492e-03 508.31 2.665539E-06 3.010933E+02 1.129578E+08
1.30000e+01 1.68139e-03 614.37 2.736771E-06 3.736422E+02 1.365267E+08
1.35000e+01 2.12360e-03 756.46 2.807287E-06 4.719111E+02 1.681022E+08
1.40000e+01 2.65846e-03 912.55 2.913221E-06 5.907689E+02 2.027889E+08
1.45000e+01 3.29035e-03 1074.64 3.061816E-06 7.311889E+02 2.388089E+08
1.50000e+01 4.08432e-03 1253.75 3.257683E-06 9.076267E+02 2.786111E+08
1.55000e+01 4.95721e-03 1430.86 3.464497E-06 1.101602E+03 3.179689E+08
1.60000e+01 6.02526e-03 1615.97 3.728572E-06 1.338947E+03 3.591044E+08
1.65000e+01 7.31001e-03 1804.109 4.051867E-06 1.624447E+03 4.009131E+08
1.70000e+01 8.65574e-03 1960.12 4.415924E-06 1.923498E+03 4.355822E+08
1.70000e+01 8.82935e-03 1845.115 4.785257E-06 1.962078E+03 4.100256E+08
1.65000e+01 7.09886e-03 1405.9 5.049335E-06 1.577524E+03 3.124222E+08
1.60000e+01 5.53508e-03 1068.7 5.179265E-06 1.230018E+03 2.374889E+08
1.55000e+01 4.26511e-03 812.54 5.249108E-06 9.478022E+02 1.805644E+08
