>>head<<dt(__) 	 I(__) 	 lux 	 CurrCoeff. 	 CurrA/m^-2. 	 lux/m^-2 	 %lux/m^-2
4.30000e-05	5.11475e-03 	 0 	 0E+00 	 1.136611E+03	0E+00	100.0
7.04710e-02	5.09409e-03 	 0 	 0E+00 	 1.13202E+03	0E+00	99.5960701891588
1.40858e-01	5.07615e-03 	 0 	 0E+00 	 1.128033E+03	0E+00	99.24531990810888
2.11221e-01	5.06347e-03 	 0 	 0E+00 	 1.125216E+03	0E+00	98.99740945305244
2.81582e-01	5.05314e-03 	 0 	 0E+00 	 1.12292E+03	0E+00	98.79544454763185
3.51939e-01	5.04505e-03 	 0 	 0E+00 	 1.121122E+03	0E+00	98.63727454909818
4.22289e-01	5.03723e-03 	 0 	 0E+00 	 1.119384E+03	0E+00	98.48438340094823
4.92621e-01	5.02989e-03 	 0 	 0E+00 	 1.117753E+03	0E+00	98.34087687570262
5.62966e-01	5.02356e-03 	 0 	 0E+00 	 1.116347E+03	0E+00	98.21711716115156
6.33319e-01	5.01841e-03 	 0 	 0E+00 	 1.115202E+03	0E+00	98.11642797790702
7.03645e-01	5.01203e-03 	 0 	 0E+00 	 1.113784E+03	0E+00	97.9916906984701
7.73977e-01	5.00813e-03 	 0 	 0E+00 	 1.112918E+03	0E+00	97.91544063737231
8.44334e-01	5.00290e-03 	 0 	 0E+00 	 1.111756E+03	0E+00	97.81318735031037
9.14662e-01	4.99926e-03 	 0 	 0E+00 	 1.110947E+03	0E+00	97.7420206266191
9.84991e-01	4.99529e-03 	 0 	 0E+00 	 1.110064E+03	0E+00	97.66440197468107
1.05533e+00	4.99115e-03 	 0 	 0E+00 	 1.109144E+03	0E+00	97.58345960213109
1.12568e+00	4.98736e-03 	 0 	 0E+00 	 1.108302E+03	0E+00	97.50936018378218
1.19601e+00	4.98547e-03 	 0 	 0E+00 	 1.107882E+03	0E+00	97.47240823109632
1.26633e+00	4.98111e-03 	 0 	 0E+00 	 1.106913E+03	0E+00	97.38716457304854
1.33668e+00	4.97908e-03 	 0 	 0E+00 	 1.106462E+03	0E+00	97.34747543868224
1.40703e+00	4.97571e-03 	 0 	 0E+00 	 1.105713E+03	0E+00	97.28158756537465
1.47738e+00	4.97312e-03 	 0 	 0E+00 	 1.105138E+03	0E+00	97.23094970428662
1.54771e+00	4.96966e-03 	 0 	 0E+00 	 1.104369E+03	0E+00	97.16330221418445
1.61803e+00	4.96804e-03 	 0 	 0E+00 	 1.104009E+03	0E+00	97.1316291118823
1.68838e+00	4.96509e-03 	 0 	 0E+00 	 1.103353E+03	0E+00	97.07395278361601
1.75871e+00	4.96393e-03 	 0 	 0E+00 	 1.103096E+03	0E+00	97.05127327826385
1.82906e+00	4.96055e-03 	 0 	 0E+00 	 1.102344E+03	0E+00	96.98518989197908
1.89941e+00	4.95956e-03 	 0 	 0E+00 	 1.102124E+03	0E+00	96.96583410723886
1.96978e+00	4.95672e-03 	 0 	 0E+00 	 1.101493E+03	0E+00	96.9103084217215
2.04027e+00	4.95485e-03 	 0 	 0E+00 	 1.101078E+03	0E+00	96.87374749498997
2.11074e+00	4.95219e-03 	 0 	 0E+00 	 1.100487E+03	0E+00	96.82174104306173
2.18118e+00	4.94975e-03 	 0 	 0E+00 	 1.099944E+03	0E+00	96.7740358766313
2.25164e+00	4.94781e-03 	 0 	 0E+00 	 1.099513E+03	0E+00	96.73610635905958
2.32210e+00	4.94652e-03 	 0 	 0E+00 	 1.099227E+03	0E+00	96.71088518500416
2.39249e+00	4.94299e-03 	 0 	 0E+00 	 1.098442E+03	0E+00	96.64186910406178
2.46294e+00	4.94237e-03 	 0 	 0E+00 	 1.098304E+03	0E+00	96.62974729947699
2.53340e+00	4.93986e-03 	 0 	 0E+00 	 1.097747E+03	0E+00	96.58067354220636
2.60386e+00	4.93812e-03 	 0 	 0E+00 	 1.09736E+03	0E+00	96.5466542841781
2.67430e+00	4.93623e-03 	 0 	 0E+00 	 1.09694E+03	0E+00	96.50970233149224
2.74476e+00	4.93419e-03 	 0 	 0E+00 	 1.096487E+03	0E+00	96.46981768414878
2.81521e+00	4.93188e-03 	 0 	 0E+00 	 1.095973E+03	0E+00	96.4246541864216
2.88562e+00	4.93103e-03 	 0 	 0E+00 	 1.095784E+03	0E+00	96.40803558336184
2.95607e+00	4.92956e-03 	 0 	 0E+00 	 1.095458E+03	0E+00	96.37929517571729
3.02650e+00	4.92918e-03 	 0 	 0E+00 	 1.095373E+03	0E+00	96.37186568258468
3.09700e+00	4.92638e-03 	 0 	 0E+00 	 1.094751E+03	0E+00	96.317122048976
3.16744e+00	4.92460e-03 	 0 	 0E+00 	 1.094356E+03	0E+00	96.28232073903905
